Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M0231,Halagou Coal Mine,中国神华能源股份有限公司哈拉沟煤矿,https://www.gem.wiki/Halagou_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%93%88%E6%8B%89%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,,,,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",Capacity,16,,Underground,,72.13,490,Estimate,Bituminous,,,516,-,-,-,-,-,-,32,,Daliuta Town,Shenmu,Yulin,Shaanxi,China,East Asia,39.232488,110.076802,Exact,,,,2004,52
M1393,Halfgewonnen Colliery,,https://www.gem.wiki/Halfgewonnen_coal_mine,,Operating,,,,Sudor Coal,Sudor Coal,Production,2.16,,Underground,Bord and Pillar,,80,Estimate,Bituminous,,,-,-,-,-,-,-,-,,Witbank,Hendrina,Steve Tshwete,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.215424,29.531783,Exact,Coal Plant,Camden Power Station,https://www.gem.wiki/Matla_Power_Station,2006,
M0453,Hambach Coal Mine,Bergheim,https://www.gem.wiki/Hambach_mine,,Operating,,,,RWE Power,RWE Power,Production,40,,Surface,Open Pit,43.80,50,Estimate,Lignite,Thermal,4600,1350,-,-,-,-,-,-,34,Ruhr,Niederzier and Elsdorf,,,North-Rhine Westphalia,Germany,Europe (EU-27),50.891826,6.5734464,Exact,,,,1978,25
M0134,Han Seng Coal Mine,,https://www.gem.wiki/Han_Seng_coal_mine,,Operating,,,,Han Seng Coal Mine Company,Han Seng Coal Mine Company,Capacity,1,,Underground,,,446,Estimate,Lignite,Thermal,,-,-,-,-,-,-,-,,,,,Trapeang Prasath,Oddar Meanchey,Cambodia,South East Asia,14.1857983,104.3192826,Approximate,,,,2021,
M0232,Hanglaiwan Coal Mine,陕西有色榆林煤业有限公司杭来湾煤矿,https://www.gem.wiki/Hanglaiwan_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E6%9C%89%E8%89%B2%E6%A6%86%E6%9E%97%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9D%AD%E6%9D%A5%E6%B9%BE%E7%85%A4%E7%9F%BF,Operating,,,,Shaanxi Youse Yulin Coal Industry Company,"Shaanxi Youser Group (63%), Shaanxi Yanchang Petroleum Group (38%)",Capacity,8,,Underground,,90.36,490,Estimate,Bituminous,Thermal,,730,-,-,-,-,-,-,91,,Jinjitan Town,Yuyang District,Yulin,Shaanxi,China,East Asia,38.530798,109.871886,Exact,,,,2012,70
M1129,Hanjiawan Coal Mine,陕西陕北矿业韩家湾煤炭有限公司,https://www.gem.wiki/Hanjiawan_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E9%99%95%E5%8C%97%E7%9F%BF%E4%B8%9A%E9%9F%A9%E5%AE%B6%E6%B9%BE%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"Shanbei Mining Hanjiawan Coal Co., Ltd.","Shaanxi Coal and Chemical Industry Group Co., Ltd.",Capacity,3,,Underground,Longwall,12.42,490,Estimate,Bituminous,Thermal,777,38.5951,-,-,-,-,-,-,13,,Daliuta Town,Shenmu City,Yulin,Shaanxi,China,East Asia,39.405763,110.187891,Exact,,,,2004,10.3
M1029,Harrison County Coal Mine,,https://www.gem.wiki/Harrison_County_Mine,,Operating,,,,Harrison County Coal Company,Murray Energy,Production,6.17,6.8,Underground,,,373,Estimate,Bituminous,Thermal,459,-,-,-,-,-,-,-,,Appalachian Region,Monongah,Marion,,West Virginia,United States,US & Canada,39.403471,-80.364603,Exact,,,,1999,
M1030,Harvey Coal Mine,Pennsylvania Mining Complex,https://www.gem.wiki/Harvey_mine,,Operating,,,,Consol Pennsylvania Coal Company,Consol Energy,Production,4.54,5,Underground,Longwall,,373,Estimate,Bituminous,Thermal,266,184,-,-,-,-,-,-,41,Appalachian Region,Graysville,Greene,,Pennsylvania,United States,US & Canada,39.9609,-80.4039,Exact,,,,2014,
M1416,HBP Handlová and Nováky Coal Mines,,https://www.gem.wiki/HBP_Handlov%C3%A1_and_Nov%C3%A1ky_coal_mines,,Operating,,,,Hornonitrianske bane Prievidza (HBP),Hornonitrianske bane Prievidza (HBP),Production,1.1,,Underground,,,494,Estimate,Lignite,Thermal,,3.96,-,-,-,-,-,50.9,4,,Handlová/Nováky,,Prievidza,Trenčín,Slovakia,Europe (EU-27),48.7157985,18.5562856,Exact,Coal Plant,Nováky Power Station,https://www.gem.wiki/Novaky_Power_Station_Expansion,,
M0233,Hecaogou Coal Mine,延安市禾草沟煤业有限公司,https://www.gem.wiki/Hecaogou_Coal_Mine,https://www.gem.wiki/%E5%BB%B6%E5%AE%89%E5%B8%82%E7%A6%BE%E8%8D%89%E6%B2%9F%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Yan'an Hecaogou Coal Industry Company,"Yan’an Energy and Chemincal Group (50%), China Coal (29%), HKSCC Nominees Limited (15%), Others (6%)",Capacity,5,,Underground,,100.56,490,Estimate,Bituminous,Thermal,,143,-,-,-,-,-,-,29,,Yujiaping Town,Zichang,Yan'an,Shaanxi,China,East Asia,37.041071,109.666672,Exact,,,,2015,
M0234,Hejiata Coal Mine,陕西省何家塔煤矿,https://www.gem.wiki/Hejiata_Coal_Mine,https://www.gem.wiki/陕西省何家塔煤矿,Proposed,Announced,Expansion,,Ministry of Justice of the People's Republic of China,Ministry of Justice of PRC,Capacity,1.8,,Underground,,41.72,490,Estimate,Bituminous,,,150,-,-,-,-,-,-,83,,Daliuta Town,Shenmu,Yulin,Shaanxi,China,East Asia,39.169374,110.355952,Exact,,,,,81
M0901,Hendrina Coal Mine,,https://www.gem.wiki/Hendrina_coal_project,,Proposed,Exploration,New,,Umcebo,Glencore,Capacity,2.4,,Underground,,,80,Estimate,Bituminous,Thermal,,-,-,-,24,20,44,124,,Ermelo,Hendrina,Steve Tshwete,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.1981338,29.7230683,Approximate,,,,TBD,30
M0235,Hengshi Coal Mine,乌海市恒实能源实业有限公司恒实煤矿,https://www.gem.wiki/Hengshi_coal_mine,https://www.gem.wiki/%E4%B9%8C%E6%B5%B7%E5%B8%82%E6%81%92%E5%AE%9E%E8%83%BD%E6%BA%90%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%81%92%E5%AE%9E%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Wuhai Hengshi Energy Industry Company,"Inner Mongolia Tianyu Innovation Investment Group (95%), Jiuquan Haohai Coal Chemical Company (5%)",Capacity,1.2,,Underground,,,490,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,,Haibowan,Wuhai,Inner Mongolia,China,East Asia,39.734791,106.887864,Approximate,,,,,
M0236,Hequ Jiuxian Coal Mine,山西煤炭进出口集团河曲旧县露天煤业有限公司,https://www.gem.wiki/Hequ_Jiuxian_Surface_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%9B%E5%87%BA%E5%8F%A3%E9%9B%86%E5%9B%A2%E6%B2%B3%E6%9B%B2%E6%97%A7%E5%8E%BF%E9%9C%B2%E5%A4%A9%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Coal Import & Export Group,Shanxi Capital Investment Operation Company,Capacity,8,,Surface,Open Pit,24.95,59,Estimate,Bituminous,Thermal,,231,-,-,-,-,-,-,29,,Jiuxian Town,Hequ County,Xinzhou,Shanxi,China,East Asia,39.140067,111.196655,Exact,,,,2016,27
M1283,Heroes of Space Coal Mine,"Heroyiv Kosmosu, Героїв Космосу",https://www.gem.wiki/Heroes_of_Space_Coal_Mine,,Operating,,,,DTEK Pavlogradugol,DTEK Group,Production,3.1,,Underground,,,730,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,Verbky,,Pavlohrad,Dnipropetrovsk,Ukraine,Europe (non-EU),48.5954636,35.9563957,Exact,,,,1978,
M1312,Heshan Coal Mine,山西汾西正新煤焦有限责任公司和善煤矿,https://www.gem.wiki/Heshan_Coal_Mine,https://www.gem.wiki/山西汾西正新煤焦有限责任公司和善煤矿,Operating,Test Operation,,,Shanxi Fenxi Zhengxin Coking Coal Co.,"Shanxi Coking Coal Group (30.32%), China Cinda Asset Management Company(18.36%), China Huarong Asset Management Compay (1.43%), China Construction Bank (1.14%), Shanxi Qinxin Energy Group (49%）",Capacity,1.8,,Underground,,12.6482,490,Estimate,Bituminous,,,53.388,-,-,-,-,-,-,30,,Wangtao Town,Qinyuan,Changzhi,Shanxi,China,East Asia,36.855864,112.200658,Exact,,,,,24.37
M0237,Hesigewula South Surface Coal Mine,内蒙古锡林河煤化工有限责任公司贺斯格乌拉南露天煤矿,https://www.gem.wiki/Hesigewula_South_surface_mine,https://www.gem.wiki/内蒙古锡林河煤化工有限责任公司贺斯格乌拉南露天煤矿,Proposed,Permitted,New,,Inner Mongolia Xilinhe Coal Chemical Company,"China Guodian (51%), Inner Mongolia Jarud Banner Xingta Mining Industry Company (49%)",Capacity,15,,Surface,Open Pit,27.23,50,Estimate,Lignite,Thermal,,652.92,-,-,-,-,-,-,44,,Bayanhushuo Town,Wulagai,Xilin Gol,Inner Mongolia,China,East Asia,46.244498,119.243355,Exact,,,,,39.57
M0238,Hetaoyu Coal Mine,华能甘肃能源开发有限公司核桃峪煤矿,https://www.gem.wiki/Hetaoyu_mine,https://www.gem.wiki/华能甘肃能源开发有限公司核桃峪煤矿,Operating,,,,China Huaneng Gansu Energy Development Company,China Huaneng,Capacity,8,,Underground,,183.20,490,Estimate,Bituminous,,,1229.53,-,-,-,-,-,-,154,,Gonghe Town,Zhengning,Qingyang,Gansu,China,East Asia,35.269947,107.946376,Exact,,,,,109.8
M1130,Hexi Coal Mine,山西汾西矿业（集团）有限责任公司贺西煤矿,https://www.gem.wiki/Hexi_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%B1%BE%E8%A5%BF%E7%9F%BF%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%B4%BA%E8%A5%BF%E7%85%A4%E7%9F%BF,Operating,,,,"Shanxi Fenxi Mining (Group) Co., Ltd.","Shanxi Coking Coal Group Co.,Ltd.",Capacity,3,,Underground,Longwall,18.908,490,Estimate,Bituminous,Thermal,2368,-,-,-,-,-,-,77,,Hedong,Chenjiawan Town,Liulin County,Luliang,Shanxi,China,East Asia,37.349322,110.973853,Exact,,,,1998,
M0147,Highvale Coal Mine,,https://www.gem.wiki/Highvale_coal_mine,,Operating,,,,SunHills Mining,TransAlta,Production,8,,Surface,Open Pit,126,59,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,,Edmonton,,,Alberta,Canada,US & Canada,53.527572,-114.711063,Exact,,,,1970,3
M0047,Hillalong Coal Mine,,https://www.gem.wiki/Hillalong_coal_mine,,Proposed,Permitted,New,,Queensland Coal Exploration,Shandong Energy Group,Capacity,4.2,,Underground & Surface,Mixed,,160,Exact,Bituminous,Thermal & Met,436,-,-,-,-,-,-,43,,Bowen,Glenden,,,Queensland,Australia,Australia & NZ,-21.416653,148.31,Exact,,,,2023,
M0533,Hingula-II Coal Mine,,https://www.gem.wiki/Hingula_II_coal_mine,,Operating,,,,Mahanadi Coalfields Limited (MCL),Coal India,Production,6.58,,Surface,Open Pit,17.41,40,Exact,Lignite,Thermal,,494,-,-,-,-,-,-,75,Talcher,,,Angul,Odisha,India,South Asia,20.966051,85.01637,Exact,,,,1999,35
M1031,Holden #22 Surface Coal Mine,Coal-Mac Mine,https://www.gem.wiki/Holden_22_Surface_Mine,,Operating,,,,Coal-Mac,Coal-Mac,Production,2.2,2.4,Surface,Open Pit,,75,Estimate,Bituminous,,76,17.8,-,-,-,-,-,-,8,Appalachia,,,,West Virginia,United States,US & Canada,37.7,-82.07,Exact,,,,,
M1426,Hon Gai Coal Mine,,https://www.gem.wiki/Hon_Gai_Coal_Mine,,Operating,,,,Hon Gai Coal Company,Vietnam National Coal (Vinacomin),Production,2.3,,Surface,Open Pit,,59,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,-,,,Hà Khánh,,Hạ Long,Quảng Ninh,Vietnam,South East Asia,20.9856953,107.1126976,Exact,,,,1888,
M0239,Hongdunzi No.1 Coal Mine,宁夏红墩子煤业有限公司红一煤矿,https://www.gem.wiki/Hongdunzi_No.1_Coal_Mine,https://www.gem.wiki/宁夏红墩子煤业有限公司红一煤矿,Proposed,Permitted,New,,Ningxia Hongdunzi Coal Industry Company,"SPIC Aluminum & Power Investment Company (76%), Ningxia State-Owned Capital Operation Group Compay (24%)",Capacity,2.4,,Underground,,33.49,490,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,,Binhe New District,Yinchuan,Yinchuan,Ningxia,China,East Asia,38.471098,106.590641,Approximate,,,,,
M0240,Hongdunzi No.2 Coal Mine,宁夏红墩子煤业有限公司红二煤矿,https://www.gem.wiki/Hongdunzi_No.2_Coal_Mine,https://www.gem.wiki/宁夏红墩子煤业有限公司红二煤矿,Proposed,Permitted,New,,Ningxia Hongdunzi Coal Industry Company,"SPIC Aluminum & Power Investment Company (76%), Ningxia State-Owned Capital Operation Group Compay (24%)",Capacity,2.4,,Underground,,22.70,490,Estimate,Bituminous,Thermal,,-,-,-,-,-,-,-,,,Binhe New District,Yinchuan,Yinchuan,Ningxia,China,East Asia,38.499659,106.601962,Approximate,,,,,
M1131,Hongfeng Surface Mine,鄂尔多斯市宏丰煤炭有限责任公司,https://www.gem.wiki/Hongfeng_Surface_Mine,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%AE%8F%E4%B8%B0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,"Ordos Hongfeng Coal Co., Ltd.","Ordos Hongfeng Coal Co., Ltd.",Capacity,3,,Surface,Open Pit,10.782,59,Estimate,Bituminous,Thermal,200,-,-,-,-,-,-,62.85,,Dongsheng of Shengdong,Talahao Town,Dongsheng District,Ordos,Inner Mongolia,China,East Asia,39.902722,110.029188,Approximate,,,,2008,16.7
M0241,Hongjingta No.1 Coal Mine,内蒙古伊泰煤炭股份有限公司宏景塔一矿,https://www.gem.wiki/Hongjingta_No.1_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E6%B3%B0%E7%85%A4%E7%82%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AE%8F%E6%99%AF%E5%A1%94%E4%B8%80%E7%9F%BF,Operating,,,,Inner Mongolia Yitai Coal Group,Yitai Group,Capacity,6.1,,Underground,,28.41,490,Estimate,Bituminous,Thermal,,22,-,-,-,-,-,-,4,,Narisong Town,Jungar Banner,Ordos,Inner Mongolia,China,East Asia,39.458669,110.559449,Exact,,,,2007,
M0242,Hongliulin Coal Mine,陕煤集团神木红柳林矿业有限公司红柳林煤矿,https://www.gem.wiki/Hongliulin_Coal_Mine,https://www.gem.wiki/%E9%99%95%E7%85%A4%E9%9B%86%E5%9B%A2%E7%A5%9E%E6%9C%A8%E7%BA%A2%E6%9F%B3%E6%9E%97%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%9F%B3%E6%9E%97%E7%85%A4%E7%9F%BF,Operating,,,,"Shaanxi Coal Group, Shenmu Hongliulin Mining Company","Shaanxi Coal and Chemical Industry Group (32%), Shenmu County State-owned Assets Operation Company (24%), Shaanxi Yulin Energy Group (25%), China Development Bank (19%)",Capacity,15,,Underground,,151.00,490,Estimate,Bituminous,Thermal,,1266,-,-,-,-,-,-,84,,Majiata Town,Shenmu,Yulin,Shaanxi,China,East Asia,38.935223,110.400815,Exact,,,,2011,65
M0243,Hongqinghe Coal Mine,内蒙古伊泰广联煤化有限责任公司红庆河煤矿,https://www.gem.wiki/Hongqinghe_coal_mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E6%B3%B0%E5%B9%BF%E8%81%94%E7%85%A4%E5%8C%96%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%BA%A2%E5%BA%86%E6%B2%B3%E7%85%A4%E7%9F%BF,Operating,,,,Inner Mongolia Yitai Guanglian Coal Chemical Company,"Inner Mongolia Yitai Group (90%), Inner Mongolia Guanglian Minzu Economic Development Company (5%), Inner Mongolia Coal Field Geological Bureau (5%)",Capacity,15,,Underground,,181.44,490,Estimate,Bituminous,,,-,-,-,2338.30,-,-,-,,Shengdong,Zhasake Town,Ejin Horo,Ordos,Inner Mongolia,China,East Asia,39.292114,109.684071,Exact,,,,,111.3
M0244,Hongqingliang Coal Mine,杭锦旗西部能源开发有限公司红庆梁煤矿,https://www.gem.wiki/Hongqingliang_mine,https://www.gem.wiki/杭锦旗西部能源开发有限公司红庆梁煤矿,Operating,,,,Hangjinqi West Energy Development Company,"Shanxi Zhongbo Real Estate Development Company (40%), Beijing Energy Group (37%), Shougang Group (1%), China Coal (1%)",Capacity,6,,Underground,,48.58,490,Estimate,Bituminous,,,810.28,-,-,-,-,-,-,135,,Zhaojun Town,Dalad,Ordos,Inner Mongolia,China,East Asia,39.875788,109.367767,Exact,,,,,64.1
M0725,Hongsa Coal Mine,,https://www.gem.wiki/Hongsa_coal_mine,,Operating,,,,Hongsa Power,Hongsa Power,Production,14.3,,Surface,Open Pit,60,50,Estimate,Lignite,Thermal,,-,-,-,371,-,-,437,,Hongsa,Nabalone,,,Xaignabouri,Laos,South East Asia,19.71005,101.29842,Exact,Coal Plant,Hongsa Power Station,https://www.gem.wiki/Hongsa_power_station,2015,21
M0245,Hongshan West Coal Mine,新疆中富矿业有限公司红山西煤矿,https://www.gem.wiki/Hongshan_West_coal_mine,https://www.gem.wiki/新疆中富矿业有限公司红山西煤矿,Proposed,Construction,New,,Xinjiang Zhongfu Mining Industry Company,"State-Owned Assets Management Company Hangzhou Jinjiang Group (51%), Zhejiang Kangrui Investment Company (44%)",Capacity,1.2,,Underground,,11.08,490,Estimate,Bituminous,Thermal,150,88.95,-,-,-,-,-,-,74,,,Wusu,Tacheng,Xinjiang,China,East Asia,44.438297,84.766747,Exact,,,,,53
M0246,Hongshaquan No.1 Coal Mine,神华新疆奇台能源有限责任公司红沙泉一号露天煤矿,https://www.gem.wiki/Hongshaquan_No.1_Surface_Mine,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E6%96%B0%E7%96%86%E5%A5%87%E5%8F%B0%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%B2%99%E6%B3%89%E4%B8%80%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,Shenhua Xinjiang Qitai Energy,National Energy Investment Group,Capacity,8,,Surface,Open Pit,79.37,59,Estimate,Bituminous,Thermal,,-,-,-,3676,-,-,-,,,,Qitai County,Changji,Xinjiang,China,East Asia,44.499893,90.290051,Exact,,,,2018,30
M0247,Hongshaquan North Coal Mine,中联润世新疆煤业有限公司中联润世露天煤矿一期工程（红沙泉北露天煤矿）,https://www.gem.wiki/Hongshaquan_North_Surface_Mine,https://www.gem.wiki/中联润世新疆煤业有限公司红沙泉北露天煤矿,Proposed,Construction,New,,Zhonglian Runshi Xinjiang Coal Industry Company,"Yima Coal Industry Group (60%), Beijing Lirui Investment Company (40%)",Capacity,4,,Underground,,12.88,490,Estimate,Bituminous,Thermal,,373.5,-,-,-,-,-,-,93,,,Qitai County,Changji Hui Autonomous Prefecture,Xinjiang,China,East Asia,44.5192,90.3135,Exact,,,,,85
M0248,Hongshuliang Coal Mine,准格尔旗宏丰煤炭运销有限责任公司红树梁煤矿,https://www.gem.wiki/Hongshuliang_Coal_Mine,https://www.gem.wiki/准格尔旗宏丰煤炭运销有限责任公司红树梁煤矿,Operating,,,,Inner Mongolia Kailuan Hongfeng Coal Company,"Kailuan Group (60%), Inner Mongolia Shengli Resource Group (16%), Erdos Chunhui Forest Company (12%), Junggar Juli Cultivation Company (12%)",Capacity,5,,Underground,,29.69,490,Estimate,Bituminous,,,415.43,-,-,-,-,-,-,83,,Longkou,Jungger,Ordos,Inner Mongolia,China,East Asia,39.452624,111.290036,Exact,,,,,
M0249,Hongsi Coal Mine,宁夏宝丰集团红四煤业有限公司红四煤矿,https://www.gem.wiki/Hongsi_Coal_Mine,https://www.gem.wiki/宁夏宝丰集团红四煤业有限公司红四煤矿,Proposed,Construction,New,,Ningxia Baofeng Group,"Ningxia Baofeng Group (36%), Dongyi International Group (27%), Others (37%)",Capacity,2.4,,Underground,,25.38,490,Estimate,Bituminous,Thermal,,194.067,-,-,-,-,-,-,81,,Qingxing District,Qingxing,Yinchuan,Ningxia,China,East Asia,38.480866,106.613547,Exact,,,,,64.1
M1132,Hou'an Coal Mine,山西朔州平鲁区后安煤炭有限公司,https://www.gem.wiki/Hou%27an_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%9C%94%E5%B7%9E%E5%B9%B3%E9%B2%81%E5%8C%BA%E5%90%8E%E5%AE%89%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"Shanxi Shuozhou Pinglu District Houan Coal Co., Ltd.","Shanxi Shuozhou Pinglu District Houan Coal Co., Ltd.",Capacity,3,,Underground,Longwall,4.8336,490,Estimate,Bituminous,Thermal,1081,158.22,-,-,-,-,-,-,53,Ningwu,Taocun Town,Pinglu District,Shuozhou,Shanxi,China,East Asia,39.491347,112.434072,Exact,,,,2005,
M0726,Houphanh Coal Mine,,https://www.gem.wiki/Houaphanh_coal_mine,,Proposed,Pre-Permit,New,,China Three Gorges Corporation,China International Water & Electric Corporation,Capacity,1.5,,Surface,Open Pit,,50,Estimate,Lignite,Thermal,,60,-,-,-,-,-,-,40,,,,,Houaphanh,Laos,South East Asia,20.424206,104.050747,Approximate,Coal Plant,Houaphanh Power Station,https://www.gem.wiki/Houaphanh_power_station,2020,
M1459,Hsat mine,,https://www.gem.wiki/Hsat_Mine,,Proposed,,,,Sahakol Equipment Company Golden Lake Company,,Production,0.3,,,,,50,Estimate,Lignite,,,-,-,-,-,-,-,-,,,Mong Hsat Township,,,Shan State,Myanmar,South East Asia,20.498531,99.256218,Approximate,,,,,
M1133,Huajian Surface Mine,内蒙古北联电能源开发有限责任公司铧尖露天煤矿,https://www.gem.wiki/Huajian_Surface_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%8C%97%E8%81%94%E7%94%B5%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%93%A7%E5%B0%96%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,"Inner Mongolia Beilian Power Energy Development Co., Ltd.","China Huaneng (70%), Guangdong Energy Group Company (20%), China Shenhua Energy Company (10%)",Capacity,3,,Surface,Open Pit,57.391,95,Exact,Bituminous,Thermal,,107,-,-,-,-,-,-,36,Dongsheng of Shengdong,Zhungeerzhao Town,Jungar Banner,Ordos,Inner Mongolia,China,East Asia,39.744641,110.362034,Exact,Coal Plant,Dalate Power Station,https://www.gem.wiki/Dalate_power_station,2012,
M1134,Huale Coal Mine,六盘水化乐煤业有限公司（贵州六枝黑塘矿区化乐煤矿）,https://www.gem.wiki/Huale_Coal_MIne,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E5%8C%96%E4%B9%90%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Proposed,Construction,Expansion,Stage 2,"Liupanshui Huale Coal Industry Co., Ltd.",Guizhou Panjiang Coal and Electricity Group,Capacity,2.1,,Underground,,53,490,Estimate,Bituminous,,,540,-,-,-,-,-,-,257,Heitan,Huale Town,Shuicheng County,Liupanshui,Guizhou,China,East Asia,26.504902,105.195315,Approximate,,,,,
M0250,Huangling Jianzhuang Coal Mine,陕西煤业集团黄陵建庄矿业有限公司,https://www.gem.wiki/Huangling_Jianzhuang_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E9%BB%84%E9%99%B5%E5%BB%BA%E5%BA%84%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shaanxi Coal Industry Group Huangling Jianzhuang Mining Company,"Shaanxi Coal and Chemical Industry Group (25%), China Huadian (21%), China Guodian (30%), Others (24%)",Capacity,5,,Underground,,91.52,490,Estimate,Bituminous,,,183,-,-,-,-,-,-,37,,Diantou Town,Huangling,Yan'an,Shaanxi,China,East Asia,35.390535,108.919611,Exact,,,,2011,62
M0251,Huangling No.1 Coal Mine,陕西陕煤黄陵矿业有限公司一号煤矿,https://www.gem.wiki/Huangling_No.1_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E9%99%95%E7%85%A4%E9%BB%84%E9%99%B5%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%80%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,,,,Huangling Mining Company,Shaanxi Coal and Chemical Industry Group,Capacity,6,,Underground,,197.50,490,Estimate,Bituminous,Thermal,,286,-,-,-,-,-,-,48,,Shuanglong Town,Huangling,Yan'an,Shaanxi,China,East Asia,35.656136,109.064794,Exact,,,,2011,47
